id,type,attributes.contract,attributes.underlying_symbol,attributes.exp_date,attributes.expiration_type,attributes.type,attributes.strike,attributes.exchange,attributes.currency,attributes.open,attributes.high,attributes.low,attributes.last,attributes.last_size,attributes.change,attributes.pctchange,attributes.previous,attributes.previous_date,attributes.bid,attributes.bid_date,attributes.bid_size,attributes.ask,attributes.ask_date,attributes.ask_size,attributes.moneyness,attributes.volume,attributes.volume_change,attributes.volume_pctchange,attributes.open_interest,attributes.open_interest_change,attributes.open_interest_pctchange,attributes.volatility,attributes.volatility_change,attributes.volatility_pctchange,attributes.theoretical,attributes.delta,attributes.gamma,attributes.theta,attributes.vega,attributes.rho,attributes.tradetime,attributes.vol_oi_ratio,attributes.dte,attributes.midpoint,dte
QQQ240416C00396000-2024-04-16,options-eod,QQQ240416C00396000,QQQ,2024-04-16,weekly,call,396.0,NASDAQ,USD,,,,,,,,,,33.74,2024-04-16 15:14:59,1.0,35.43,2024-04-16 15:14:59,2,,,,,,,,0.9078,,,35.43,0.966128,0.003697,-0.828647,0.016849,0.010289,2024-04-16,,,,
QQQ240416C00415000-2024-04-16,options-eod,QQQ240416C00415000,QQQ,2024-04-16,weekly,call,415.0,NASDAQ,USD,16.37,17.6,16.37,17.6,20.0,,,,,14.48,2024-04-16 15:14:59,10.0,16.43,2024-04-16 15:14:59,10,,64.0,,,52.0,,,0.4746,,,16.43,0.94075,0.01109,-0.690156,0.026422,0.010506,2024-04-16,,,,
QQQ240416C00418000-2024-04-16,options-eod,QQQ240416C00418000,QQQ,2024-04-16,weekly,call,418.0,NASDAQ,USD,13.01,13.96,12.2,13.96,1.0,,,,,11.75,2024-04-16 15:14:59,1.0,13.43,2024-04-16 15:14:59,10,,6.0,,,6.0,,,0.4031,,,13.43,0.931914,0.01455,-0.65592,0.029441,0.010485,2024-04-16,,,,
QQQ240416C00419000-2024-04-16,options-eod,QQQ240416C00419000,QQQ,2024-04-16,weekly,call,419.0,NASDAQ,USD,11.54,12.9,10.74,12.86,3.0,,,,,10.48,2024-04-16 15:14:59,20.0,14.29,2024-04-16 15:14:59,20,,26.0,,,5.0,,,0.4888,,,12.86,0.872681,0.019043,-0.999999,0.046706,0.009811,2024-04-16,,,,
QQQ240416C00420000-2024-04-16,options-eod,QQQ240416C00420000,QQQ,2024-04-16,weekly,call,420.0,NASDAQ,USD,11.02,13.54,10.0,11.29,155.0,,,,,9.32,2024-04-16 15:14:59,2.0,13.29,2024-04-16 15:14:59,20,,731.0,,,32.0,,,0.3027,,,11.29,0.953015,0.014464,-0.392966,0.021982,0.010788,2024-04-16,,,,
QQQ240416C00416000-2024-04-16,options-eod,QQQ240416C00416000,QQQ,2024-04-16,weekly,call,416.0,NASDAQ,USD,14.66,16.43,14.66,16.43,1.0,,,,,14.45,2024-04-16 15:14:59,10.0,16.63,2024-04-16 15:14:59,10,,9.0,,,8.0,,,0.6908,,,16.43,0.844985,0.015399,-0.999999,0.05338,0.009392,2024-04-16,,,,
QQQ240416C00417000-2024-04-16,options-eod,QQQ240416C00417000,QQQ,2024-04-16,weekly,call,417.0,NASDAQ,USD,15.43,15.45,13.7,15.45,1.0,,,,,12.48,2024-04-16 15:14:59,36.0,14.43,2024-04-16 15:14:59,2,,8.0,,,13.0,,,0.4271,,,14.43,0.93518,0.013219,-0.66802,0.028341,0.010496,2024-04-16,,,,
QQQ240416C00400000-2024-04-16,options-eod,QQQ240416C00400000,QQQ,2024-04-16,weekly,call,400.0,NASDAQ,USD,31.2,31.9,31.2,31.9,4.0,,,,,30.88,2024-04-16 15:14:59,1.0,31.43,2024-04-16 15:14:59,1,,6.0,,,45.0,,,0.413,,,31.16,0.999764,9.3e-05,-0.059284,0.000193,0.010796,2024-04-16,,,,
QQQ240416C00402000-2024-04-16,options-eod,QQQ240416C00402000,QQQ,2024-04-16,weekly,call,402.0,NASDAQ,USD,29.24,30.02,29.24,30.02,1.0,,,,,28.28,2024-04-16 15:14:59,1.0,29.43,2024-04-16 15:14:59,1,,2.0,,,1.0,,,0.7731,,,29.43,0.96106,0.004866,-0.793971,0.018886,0.010392,2024-04-16,,,,
QQQ240416C00403000-2024-04-16,options-eod,QQQ240416C00403000,QQQ,2024-04-16,weekly,call,403.0,NASDAQ,USD,,,,,,,,,,27.88,2024-04-16 15:14:59,1.0,28.43,2024-04-16 15:14:59,1,,,,,,,,0.338,,,28.16,0.999934,3.2e-05,-0.056616,5.4e-05,0.010879,2024-04-16,,,,
QQQ240416C00406000-2024-04-16,options-eod,QQQ240416C00406000,QQQ,2024-04-16,weekly,call,406.0,NASDAQ,USD,25.12,25.12,25.12,25.12,3.0,,,,,23.92,2024-04-16 15:14:59,1.0,25.43,2024-04-16 15:14:59,2,,3.0,,,,,,0.6826,,,25.43,0.95663,0.006015,-0.767246,0.02061,0.010448,2024-04-16,,,,
QQQ240416C00404000-2024-04-16,options-eod,QQQ240416C00404000,QQQ,2024-04-16,weekly,call,404.0,NASDAQ,USD,,,,,,,,,,25.72,2024-04-16 15:14:59,1.0,29.2,2024-04-16 15:14:59,1,,,,,,,,0.7427,,,27.46,0.955912,0.005601,-0.840168,0.020885,0.010385,2024-04-16,,,,
QQQ240416C00401000-2024-04-16,options-eod,QQQ240416C00401000,QQQ,2024-04-16,weekly,call,401.0,NASDAQ,USD,,,,,,,,,,29.28,2024-04-16 15:14:59,1.0,30.43,2024-04-16 15:14:59,1,,,,,,,,0.7956,,,30.43,0.962017,0.004633,-0.800151,0.018507,0.010376,2024-04-16,,,,
QQQ240416C00405000-2024-04-16,options-eod,QQQ240416C00405000,QQQ,2024-04-16,weekly,call,405.0,NASDAQ,USD,26.12,26.12,26.12,26.12,3.0,,,,,24.92,2024-04-16 15:14:59,1.0,26.43,2024-04-16 15:14:59,2,,3.0,,,,,,0.7053,,,26.43,0.957839,0.005689,-0.774255,0.020145,0.010435,2024-04-16,,,,
QQQ240416C00379000-2024-04-16,options-eod,QQQ240416C00379000,QQQ,2024-04-16,weekly,call,379.0,NASDAQ,USD,,,,,,,,,,51.68,2024-04-16 15:14:59,2.0,52.43,2024-04-16 15:14:59,1,,,,,,,,1.2875,,,52.43,0.975033,0.002023,-0.904909,0.013077,0.009933,2024-04-16,,,,
QQQ240416C00383000-2024-04-16,options-eod,QQQ240416C00383000,QQQ,2024-04-16,weekly,call,383.0,NASDAQ,USD,,,,,,,,,,47.7,2024-04-16 15:14:59,2.0,48.43,2024-04-16 15:14:59,1,,,,,,,,1.1981,,,48.43,0.973409,0.002291,-0.889108,0.013785,0.010023,2024-04-16,,,,
QQQ240416C00384000-2024-04-16,options-eod,QQQ240416C00384000,QQQ,2024-04-16,weekly,call,384.0,NASDAQ,USD,,,,,,,,,,46.64,2024-04-16 15:14:59,1.0,48.03,2024-04-16 15:14:59,1,,,,,,,,1.0989,,,47.34,0.980148,0.001953,-0.65257,0.010777,0.010131,2024-04-16,,,,
QQQ240416C00382000-2024-04-16,options-eod,QQQ240416C00382000,QQQ,2024-04-16,weekly,call,382.0,NASDAQ,USD,,,,,,,,,,48.7,2024-04-16 15:14:59,2.0,49.43,2024-04-16 15:14:59,1,,,,,,,,1.2204,,,49.43,0.973835,0.002219,-0.893159,0.0136,0.010001,2024-04-16,,,,
