id,type,attributes.contract,attributes.underlying_symbol,attributes.exp_date,attributes.expiration_type,attributes.type,attributes.strike,attributes.exchange,attributes.currency,attributes.open,attributes.high,attributes.low,attributes.last,attributes.last_size,attributes.change,attributes.pctchange,attributes.previous,attributes.previous_date,attributes.bid,attributes.bid_date,attributes.bid_size,attributes.ask,attributes.ask_date,attributes.ask_size,attributes.moneyness,attributes.volume,attributes.volume_change,attributes.volume_pctchange,attributes.open_interest,attributes.open_interest_change,attributes.open_interest_pctchange,attributes.volatility,attributes.volatility_change,attributes.volatility_pctchange,attributes.theoretical,attributes.delta,attributes.gamma,attributes.theta,attributes.vega,attributes.rho,attributes.tradetime,attributes.vol_oi_ratio,attributes.dte,attributes.midpoint,dte
QQQ240418C00470000-2024-04-18,options-eod,QQQ240418C00470000,QQQ,2024-04-18,weekly,call,470.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,17.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00473000-2024-04-18,options-eod,QQQ240418C00473000,QQQ,2024-04-18,weekly,call,473.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,36.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00471000-2024-04-18,options-eod,QQQ240418C00471000,QQQ,2024-04-18,weekly,call,471.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,1018.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00472000-2024-04-18,options-eod,QQQ240418C00472000,QQQ,2024-04-18,weekly,call,472.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,188.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00465000-2024-04-18,options-eod,QQQ240418C00465000,QQQ,2024-04-18,weekly,call,465.0,NASDAQ,USD,0.01,0.01,0.01,0.01,3.0,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,38.0,,,140.0,,,0.6354,,,0.01,0.00243,0.00054,-0.05381,0.001665,2.8e-05,2024-04-18,,,,
QQQ240418C00467000-2024-04-18,options-eod,QQQ240418C00467000,QQQ,2024-04-18,weekly,call,467.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,64.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00469000-2024-04-18,options-eod,QQQ240418C00469000,QQQ,2024-04-18,weekly,call,469.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,217.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00466000-2024-04-18,options-eod,QQQ240418C00466000,QQQ,2024-04-18,weekly,call,466.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,207.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00468000-2024-04-18,options-eod,QQQ240418C00468000,QQQ,2024-04-18,weekly,call,468.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,33.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00460000-2024-04-18,options-eod,QQQ240418C00460000,QQQ,2024-04-18,weekly,call,460.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,6160,,,,,496.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00462000-2024-04-18,options-eod,QQQ240418C00462000,QQQ,2024-04-18,weekly,call,462.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,3.0,,,306.0,,,0.5957,,,0.01,0.002578,0.000608,-0.053225,0.001756,2.9e-05,2024-04-18,,,,
QQQ240418C00464000-2024-04-18,options-eod,QQQ240418C00464000,QQQ,2024-04-18,weekly,call,464.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,358.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00461000-2024-04-18,options-eod,QQQ240418C00461000,QQQ,2024-04-18,weekly,call,461.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:15:00,,0.65,2024-04-18 15:15:00,373,,,,,94.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00463000-2024-04-18,options-eod,QQQ240418C00463000,QQQ,2024-04-18,weekly,call,463.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,299.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00474000-2024-04-18,options-eod,QQQ240418C00474000,QQQ,2024-04-18,weekly,call,474.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,61.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00476000-2024-04-18,options-eod,QQQ240418C00476000,QQQ,2024-04-18,weekly,call,476.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,49.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00475000-2024-04-18,options-eod,QQQ240418C00475000,QQQ,2024-04-18,weekly,call,475.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,269.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00477000-2024-04-18,options-eod,QQQ240418C00477000,QQQ,2024-04-18,weekly,call,477.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00486000-2024-04-18,options-eod,QQQ240418C00486000,QQQ,2024-04-18,weekly,call,486.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00488000-2024-04-18,options-eod,QQQ240418C00488000,QQQ,2024-04-18,weekly,call,488.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00489000-2024-04-18,options-eod,QQQ240418C00489000,QQQ,2024-04-18,weekly,call,489.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00487000-2024-04-18,options-eod,QQQ240418C00487000,QQQ,2024-04-18,weekly,call,487.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00490000-2024-04-18,options-eod,QQQ240418C00490000,QQQ,2024-04-18,weekly,call,490.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,12.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00478000-2024-04-18,options-eod,QQQ240418C00478000,QQQ,2024-04-18,weekly,call,478.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,55.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00481000-2024-04-18,options-eod,QQQ240418C00481000,QQQ,2024-04-18,weekly,call,481.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,200.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00479000-2024-04-18,options-eod,QQQ240418C00479000,QQQ,2024-04-18,weekly,call,479.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00480000-2024-04-18,options-eod,QQQ240418C00480000,QQQ,2024-04-18,weekly,call,480.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,71.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00491000-2024-04-18,options-eod,QQQ240418C00491000,QQQ,2024-04-18,weekly,call,491.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00492000-2024-04-18,options-eod,QQQ240418C00492000,QQQ,2024-04-18,weekly,call,492.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00494000-2024-04-18,options-eod,QQQ240418C00494000,QQQ,2024-04-18,weekly,call,494.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00493000-2024-04-18,options-eod,QQQ240418C00493000,QQQ,2024-04-18,weekly,call,493.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00505000-2024-04-18,options-eod,QQQ240418C00505000,QQQ,2024-04-18,weekly,call,505.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00510000-2024-04-18,options-eod,QQQ240418C00510000,QQQ,2024-04-18,weekly,call,510.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,6160,,,,,1.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00497000-2024-04-18,options-eod,QQQ240418C00497000,QQQ,2024-04-18,weekly,call,497.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00496000-2024-04-18,options-eod,QQQ240418C00496000,QQQ,2024-04-18,weekly,call,496.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00495000-2024-04-18,options-eod,QQQ240418C00495000,QQQ,2024-04-18,weekly,call,495.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00500000-2024-04-18,options-eod,QQQ240418C00500000,QQQ,2024-04-18,weekly,call,500.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,2,,,,,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00499000-2024-04-18,options-eod,QQQ240418C00499000,QQQ,2024-04-18,weekly,call,499.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00498000-2024-04-18,options-eod,QQQ240418C00498000,QQQ,2024-04-18,weekly,call,498.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:59,,0.61,2024-04-18 15:14:59,1,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00450000-2024-04-18,options-eod,QQQ240418C00450000,QQQ,2024-04-18,weekly,call,450.0,NASDAQ,USD,0.01,0.01,0.01,0.01,5.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,4000,,8.0,,,1501.0,,,0.4312,,,0.01,0.003464,0.001096,-0.050347,0.002292,3.9e-05,2024-04-18,,,,
QQQ240418C00452000-2024-04-18,options-eod,QQQ240418C00452000,QQQ,2024-04-18,weekly,call,452.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,5760,,1.0,,,857.0,,,0.4593,,,0.01,0.00327,0.000977,-0.050903,0.002176,3.7e-05,2024-04-18,,,,
QQQ240418C00451000-2024-04-18,options-eod,QQQ240418C00451000,QQQ,2024-04-18,weekly,call,451.0,NASDAQ,USD,0.01,0.01,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,4960,,5.0,,,662.0,,,0.4453,,,0.01,0.003364,0.001034,-0.05063,0.002232,3.8e-05,2024-04-18,,,,
QQQ240418C00454000-2024-04-18,options-eod,QQQ240418C00454000,QQQ,2024-04-18,weekly,call,454.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,6160,,,,,786.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00453000-2024-04-18,options-eod,QQQ240418C00453000,QQQ,2024-04-18,weekly,call,453.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,6160,,,,,1489.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00435000-2024-04-18,options-eod,QQQ240418C00435000,QQQ,2024-04-18,weekly,call,435.0,NASDAQ,USD,0.05,0.06,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,5910,,6074.0,,,7356.0,,,0.2086,,,0.01,0.006712,0.004086,-0.044137,0.004132,7.6e-05,2024-04-18,,,,
QQQ240418C00438000-2024-04-18,options-eod,QQQ240418C00438000,QQQ,2024-04-18,weekly,call,438.0,NASDAQ,USD,0.03,0.03,0.01,0.01,6.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,798,,2266.0,,,2873.0,,,0.2552,,,0.01,0.005589,0.00284,-0.045825,0.003514,6.4e-05,2024-04-18,,,,
QQQ240418C00437000-2024-04-18,options-eod,QQQ240418C00437000,QQQ,2024-04-18,weekly,call,437.0,NASDAQ,USD,0.02,0.08,0.01,0.01,4.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1000,,2553.0,,,3765.0,,,0.2398,,,0.01,0.005914,0.003178,-0.045302,0.003694,6.7e-05,2024-04-18,,,,
QQQ240418C00436000-2024-04-18,options-eod,QQQ240418C00436000,QQQ,2024-04-18,weekly,call,436.0,NASDAQ,USD,0.04,0.04,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,793,,6898.0,,,7861.0,,,0.2243,,,0.01,0.006285,0.003586,-0.044741,0.003899,7.2e-05,2024-04-18,,,,
QQQ240418C00439000-2024-04-18,options-eod,QQQ240418C00439000,QQQ,2024-04-18,weekly,call,439.0,NASDAQ,USD,0.01,0.02,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1197,,2277.0,,,3332.0,,,0.2705,,,0.01,0.005302,0.002557,-0.046317,0.003353,6e-05,2024-04-18,,,,
QQQ240418C00433000-2024-04-18,options-eod,QQQ240418C00433000,QQQ,2024-04-18,weekly,call,433.0,NASDAQ,USD,0.12,0.12,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,3200,,11900.0,,,6912.0,,,0.1768,,,0.01,0.0078,0.005506,-0.042768,0.004717,8.9e-05,2024-04-18,,,,
QQQ240418C00430000-2024-04-18,options-eod,QQQ240418C00430000,QQQ,2024-04-18,weekly,call,430.0,NASDAQ,USD,0.46,0.56,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1200,,75820.0,,,7558.0,,,0.1274,,,0.01,0.010487,0.009901,-0.040124,0.006112,0.00012,2024-04-18,,,,
QQQ240418C00429000-2024-04-18,options-eod,QQQ240418C00429000,QQQ,2024-04-18,weekly,call,429.0,NASDAQ,USD,0.68,0.93,0.01,0.01,15.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,800,,63384.0,,,3810.0,,,0.1104,,,0.01,0.011931,0.012783,-0.038996,0.006838,0.000136,2024-04-18,,,,
QQQ240418C00432000-2024-04-18,options-eod,QQQ240418C00432000,QQQ,2024-04-18,weekly,call,432.0,NASDAQ,USD,0.18,0.19,0.01,0.01,500.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,2400,,20071.0,,,6223.0,,,0.1606,,,0.01,0.00851,0.006545,-0.041984,0.005093,9.7e-05,2024-04-18,,,,
QQQ240418C00431000-2024-04-18,options-eod,QQQ240418C00431000,QQQ,2024-04-18,weekly,call,431.0,NASDAQ,USD,0.28,0.32,0.01,0.01,10.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1600,,34903.0,,,4980.0,,,0.1441,,,0.01,0.009384,0.007943,-0.041111,0.005547,0.000107,2024-04-18,,,,
QQQ240418C00434000-2024-04-18,options-eod,QQQ240418C00434000,QQQ,2024-04-18,weekly,call,434.0,NASDAQ,USD,0.06,0.08,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,4020,,7397.0,,,5644.0,,,0.1928,,,0.01,0.007211,0.004711,-0.043483,0.004402,8.2e-05,2024-04-18,,,,
QQQ240418C00425000-2024-04-18,options-eod,QQQ240418C00425000,QQQ,2024-04-18,weekly,call,425.0,NASDAQ,USD,2.5,3.6,0.01,0.01,1.0,,,,,0.01,2024-04-18 15:14:59,581.0,0.03,2024-04-18 15:14:59,1,,151662.0,,,1781.0,,,0.0373,,,0.01,0.031337,0.085834,-0.031167,0.015499,0.000357,2024-04-18,,,,
QQQ240418C00424000-2024-04-18,options-eod,QQQ240418C00424000,QQQ,2024-04-18,weekly,call,424.0,NASDAQ,USD,3.2,4.4,0.02,0.03,1.0,,,,,0.03,2024-04-18 15:14:59,100.0,0.06,2024-04-18 15:14:59,128,,86269.0,,,545.0,,,0.0213,,,0.03,0.128592,0.447432,-0.057341,0.046113,0.001466,2024-04-18,,,,
QQQ240418C00427000-2024-04-18,options-eod,QQQ240418C00427000,QQQ,2024-04-18,weekly,call,427.0,NASDAQ,USD,1.38,2.05,0.01,0.01,40.0,,,,,,2024-04-18 15:15:00,,0.01,2024-04-18 15:15:00,62,,136554.0,,,4036.0,,,0.0752,,,0.01,0.016835,0.025254,-0.036062,0.009196,0.000192,2024-04-18,,,,
QQQ240418C00426000-2024-04-18,options-eod,QQQ240418C00426000,QQQ,2024-04-18,weekly,call,426.0,NASDAQ,USD,1.94,2.8,0.01,0.02,40.0,,,,,,2024-04-18 15:14:59,,0.02,2024-04-18 15:14:59,130,,136789.0,,,4099.0,,,0.0637,,,0.02,0.035965,0.056347,-0.058257,0.017378,0.00041,2024-04-18,,,,
QQQ240418C00422000-2024-04-18,options-eod,QQQ240418C00422000,QQQ,2024-04-18,weekly,call,422.0,NASDAQ,USD,4.75,6.2,0.85,1.28,1.0,,,,,0.23,2024-04-18 15:14:59,1.0,1.95,2024-04-18 15:14:59,1,,23235.0,,,139.0,,,0.1208,,,1.95,0.711049,0.128608,-0.502125,0.075178,0.008076,2024-04-18,,,,
QQQ240418C00421000-2024-04-18,options-eod,QQQ240418C00421000,QQQ,2024-04-18,weekly,call,421.0,NASDAQ,USD,5.5,6.89,1.54,1.92,1.0,,,,,0.81,2024-04-18 15:14:59,1.0,3.52,2024-04-18 15:14:59,1,,4309.0,,,796.0,,,0.2348,,,3.52,0.686227,0.068655,-0.969263,0.078021,0.00775,2024-04-18,,,,
QQQ240418C00423000-2024-04-18,options-eod,QQQ240418C00423000,QQQ,2024-04-18,weekly,call,423.0,NASDAQ,USD,3.88,5.23,0.22,0.36,1.0,,,,,0.16,2024-04-18 15:15:00,1.0,0.55,2024-04-18 15:15:00,1,,35052.0,,,243.0,,,0.0284,,,0.55,0.77294,0.481724,-0.14091,0.066294,0.008824,2024-04-18,,,,
QQQ240418C00428000-2024-04-18,options-eod,QQQ240418C00428000,QQQ,2024-04-18,weekly,call,428.0,NASDAQ,USD,0.99,1.45,0.01,0.01,1.0,,,,,,2024-04-18 15:15:00,,0.01,2024-04-18 15:15:00,60,,114742.0,,,3727.0,,,0.093,,,0.01,0.013915,0.01733,-0.03767,0.007809,0.000159,2024-04-18,,,,
QQQ240418C00440000-2024-04-18,options-eod,QQQ240418C00440000,QQQ,2024-04-18,weekly,call,440.0,NASDAQ,USD,0.02,0.02,0.01,0.01,10.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1400,,2063.0,,,9788.0,,,0.2856,,,0.01,0.005046,0.002317,-0.04678,0.003208,5.7e-05,2024-04-18,,,,
QQQ240418C00443000-2024-04-18,options-eod,QQQ240418C00443000,QQQ,2024-04-18,weekly,call,443.0,NASDAQ,USD,0.01,0.01,0.01,0.01,45.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1590,,386.0,,,1822.0,,,0.3303,,,0.01,0.00442,0.00178,-0.048025,0.002851,5e-05,2024-04-18,,,,
QQQ240418C00442000-2024-04-18,options-eod,QQQ240418C00442000,QQQ,2024-04-18,weekly,call,442.0,NASDAQ,USD,0.01,0.02,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1200,,1108.0,,,9537.0,,,0.3155,,,0.01,0.004608,0.001935,-0.047631,0.002959,5.2e-05,2024-04-18,,,,
QQQ240418C00441000-2024-04-18,options-eod,QQQ240418C00441000,QQQ,2024-04-18,weekly,call,441.0,NASDAQ,USD,0.01,0.02,0.01,0.01,30.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1000,,2977.0,,,4481.0,,,0.3006,,,0.01,0.004816,0.002112,-0.047217,0.003078,5.5e-05,2024-04-18,,,,
QQQ240418C00444000-2024-04-18,options-eod,QQQ240418C00444000,QQQ,2024-04-18,weekly,call,444.0,NASDAQ,USD,0.01,0.01,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1200,,53.0,,,2459.0,,,0.345,,,0.01,0.004248,0.001645,-0.048401,0.002751,4.8e-05,2024-04-18,,,,
QQQ240418C00455000-2024-04-18,options-eod,QQQ240418C00455000,QQQ,2024-04-18,weekly,call,455.0,NASDAQ,USD,0.01,0.01,0.01,0.01,4.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,6160,,12.0,,,1095.0,,,0.5009,,,0.01,0.003021,0.000834,-0.051672,0.002026,3.4e-05,2024-04-18,,,,
QQQ240418C00457000-2024-04-18,options-eod,QQQ240418C00457000,QQQ,2024-04-18,weekly,call,457.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2024-04-18 15:15:00,,0.65,2024-04-18 15:15:00,373,,1.0,,,362.0,,,0.5283,,,0.01,0.002877,0.000757,-0.052147,0.001939,3.3e-05,2024-04-18,,,,
QQQ240418C00458000-2024-04-18,options-eod,QQQ240418C00458000,QQQ,2024-04-18,weekly,call,458.0,NASDAQ,USD,0.01,0.01,0.01,0.01,200.0,,,,,,2024-04-18 15:15:00,,0.21,2024-04-18 15:15:00,223,,200.0,,,1121.0,,,0.5419,,,0.01,0.002811,0.000723,-0.052374,0.001899,3.2e-05,2024-04-18,,,,
QQQ240418C00456000-2024-04-18,options-eod,QQQ240418C00456000,QQQ,2024-04-18,weekly,call,456.0,NASDAQ,USD,0.01,0.01,0.01,0.01,4.0,,,,,,2024-04-18 15:15:00,,0.65,2024-04-18 15:15:00,373,,5.0,,,1104.0,,,0.5146,,,0.01,0.002947,0.000794,-0.051913,0.001982,3.3e-05,2024-04-18,,,,
QQQ240418C00459000-2024-04-18,options-eod,QQQ240418C00459000,QQQ,2024-04-18,weekly,call,459.0,NASDAQ,USD,,,,,,,,,,,2024-04-18 15:15:00,,0.65,2024-04-18 15:15:00,373,,,,,663.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-18,,,,
QQQ240418C00445000-2024-04-18,options-eod,QQQ240418C00445000,QQQ,2024-04-18,weekly,call,445.0,NASDAQ,USD,0.01,0.01,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1200,,156.0,,,1701.0,,,0.3596,,,0.01,0.00409,0.001526,-0.04876,0.00266,4.6e-05,2024-04-18,,,,
QQQ240418C00447000-2024-04-18,options-eod,QQQ240418C00447000,QQQ,2024-04-18,weekly,call,447.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,2200,,17.0,,,1572.0,,,0.3885,,,0.01,0.003811,0.001326,-0.049433,0.002497,4.3e-05,2024-04-18,,,,
QQQ240418C00448000-2024-04-18,options-eod,QQQ240418C00448000,QQQ,2024-04-18,weekly,call,448.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,2800,,29.0,,,1273.0,,,0.4028,,,0.01,0.003687,0.001241,-0.049749,0.002424,4.2e-05,2024-04-18,,,,
QQQ240418C00446000-2024-04-18,options-eod,QQQ240418C00446000,QQQ,2024-04-18,weekly,call,446.0,NASDAQ,USD,0.01,0.01,0.01,0.01,2.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,1600,,52.0,,,1241.0,,,0.3741,,,0.01,0.003945,0.00142,-0.049103,0.002575,4.5e-05,2024-04-18,,,,
QQQ240418C00449000-2024-04-18,options-eod,QQQ240418C00449000,QQQ,2024-04-18,weekly,call,449.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2024-04-18 15:14:56,,0.01,2024-04-18 15:14:56,3400,,2.0,,,1657.0,,,0.417,,,0.01,0.003572,0.001165,-0.050053,0.002356,4.1e-05,2024-04-18,,,,
