id,type,attributes.contract,attributes.underlying_symbol,attributes.exp_date,attributes.expiration_type,attributes.type,attributes.strike,attributes.exchange,attributes.currency,attributes.open,attributes.high,attributes.low,attributes.last,attributes.last_size,attributes.change,attributes.pctchange,attributes.previous,attributes.previous_date,attributes.bid,attributes.bid_date,attributes.bid_size,attributes.ask,attributes.ask_date,attributes.ask_size,attributes.moneyness,attributes.volume,attributes.volume_change,attributes.volume_pctchange,attributes.open_interest,attributes.open_interest_change,attributes.open_interest_pctchange,attributes.volatility,attributes.volatility_change,attributes.volatility_pctchange,attributes.theoretical,attributes.delta,attributes.gamma,attributes.theta,attributes.vega,attributes.rho,attributes.tradetime,attributes.vol_oi_ratio,attributes.dte,attributes.midpoint,exp_date,trade_dt,dte
QQQ231019C00394000,options-contracts,QQQ231019C00394000,QQQ,2023-10-19,monthly,call,394.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,756.0,,,,,1800.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00395000,options-contracts,QQQ231019C00395000,QQQ,2023-10-19,monthly,call,395.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,756.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00396000,options-contracts,QQQ231019C00396000,QQQ,2023-10-19,monthly,call,396.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,756.0,,,,,10.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00397000,options-contracts,QQQ231019C00397000,QQQ,2023-10-19,monthly,call,397.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00393000,options-contracts,QQQ231019C00393000,QQQ,2023-10-19,monthly,call,393.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,756.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00387000,options-contracts,QQQ231019C00387000,QQQ,2023-10-19,monthly,call,387.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,721.0,,,,,53.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00373000,options-contracts,QQQ231019C00373000,QQQ,2023-10-19,monthly,call,373.0,NASDAQ,USD,0.05,0.07,0.01,0.01,4.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1316.0,,6201.0,,,6472.0,,,0.2714,,,0.01,0.00613,0.003411,-0.044943,0.003242,5.9e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00385000,options-contracts,QQQ231019C00385000,QQQ,2023-10-19,monthly,call,385.0,NASDAQ,USD,0.01,0.01,0.01,0.01,14.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,895.0,,14.0,,,294.0,,,0.479,,,0.01,0.003654,0.001218,-0.049853,0.002044,3.5e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00384000,options-contracts,QQQ231019C00384000,QQQ,2023-10-19,monthly,call,384.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,765.0,,,,,816.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00383000,options-contracts,QQQ231019C00383000,QQQ,2023-10-19,monthly,call,383.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,889.0,,1.0,,,528.0,,,0.4456,,,0.01,0.003903,0.001389,-0.049217,0.002169,3.8e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00382000,options-contracts,QQQ231019C00382000,QQQ,2023-10-19,monthly,call,382.0,NASDAQ,USD,0.01,0.01,0.01,0.01,7.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,780.0,,7.0,,,1462.0,,,0.4287,,,0.01,0.004043,0.00149,-0.048879,0.002238,3.9e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00381000,options-contracts,QQQ231019C00381000,QQQ,2023-10-19,monthly,call,381.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,765.0,,,,,825.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00380000,options-contracts,QQQ231019C00380000,QQQ,2023-10-19,monthly,call,380.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,2893.0,,20.0,,,13719.0,,,0.3947,,,0.01,0.00436,0.001731,-0.048156,0.002394,4.2e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00379000,options-contracts,QQQ231019C00379000,QQQ,2023-10-19,monthly,call,379.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1870.0,,8.0,,,1561.0,,,0.3775,,,0.01,0.00454,0.001877,-0.04777,0.002483,4.4e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00378000,options-contracts,QQQ231019C00378000,QQQ,2023-10-19,monthly,call,378.0,NASDAQ,USD,0.01,0.01,0.01,0.01,2.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1343.0,,86.0,,,2908.0,,,0.3602,,,0.01,0.004739,0.002044,-0.047363,0.002579,4.6e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00377000,options-contracts,QQQ231019C00377000,QQQ,2023-10-19,monthly,call,377.0,NASDAQ,USD,0.01,0.01,0.01,0.01,1.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1341.0,,536.0,,,1071.0,,,0.3427,,,0.01,0.004958,0.002237,-0.046933,0.002685,4.8e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00376000,options-contracts,QQQ231019C00376000,QQQ,2023-10-19,monthly,call,376.0,NASDAQ,USD,0.01,0.02,0.01,0.01,1.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1695.0,,2550.0,,,3626.0,,,0.3251,,,0.01,0.005202,0.002461,-0.046481,0.002803,5e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00375000,options-contracts,QQQ231019C00375000,QQQ,2023-10-19,monthly,call,375.0,NASDAQ,USD,0.03,0.08,0.01,0.01,30.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,2016.0,,4886.0,,,4440.0,,,0.3073,,,0.01,0.005474,0.002724,-0.046,0.002933,5.3e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00374000,options-contracts,QQQ231019C00374000,QQQ,2023-10-19,monthly,call,374.0,NASDAQ,USD,0.02,0.15,0.01,0.01,5.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1315.0,,12320.0,,,4026.0,,,0.2894,,,0.01,0.005781,0.003036,-0.045488,0.003078,5.6e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00399000,options-contracts,QQQ231019C00399000,QQQ,2023-10-19,monthly,call,399.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00386000,options-contracts,QQQ231019C00386000,QQQ,2023-10-19,monthly,call,386.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,765.0,,,,,10.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00400000,options-contracts,QQQ231019C00400000,QQQ,2023-10-19,monthly,call,400.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,45.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00414000,options-contracts,QQQ231019C00414000,QQQ,2023-10-19,monthly,call,414.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00402000,options-contracts,QQQ231019C00402000,QQQ,2023-10-19,monthly,call,402.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00372000,options-contracts,QQQ231019C00372000,QQQ,2023-10-19,monthly,call,372.0,NASDAQ,USD,0.07,0.11,0.01,0.01,4.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1461.0,,9931.0,,,5596.0,,,0.2531,,,0.01,0.00653,0.003867,-0.044354,0.003429,6.3e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00428000,options-contracts,QQQ231019C00428000,QQQ,2023-10-19,monthly,call,428.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,200.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00427000,options-contracts,QQQ231019C00427000,QQQ,2023-10-19,monthly,call,427.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00426000,options-contracts,QQQ231019C00426000,QQQ,2023-10-19,monthly,call,426.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00425000,options-contracts,QQQ231019C00425000,QQQ,2023-10-19,monthly,call,425.0,NASDAQ,USD,0.01,0.01,0.01,0.01,200.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,200.0,,,,,,1.0818,,,0.01,0.001735,0.000275,-0.057317,0.001043,1.7e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00424000,options-contracts,QQQ231019C00424000,QQQ,2023-10-19,monthly,call,424.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00423000,options-contracts,QQQ231019C00423000,QQQ,2023-10-19,monthly,call,423.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00422000,options-contracts,QQQ231019C00422000,QQQ,2023-10-19,monthly,call,422.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00421000,options-contracts,QQQ231019C00421000,QQQ,2023-10-19,monthly,call,421.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00420000,options-contracts,QQQ231019C00420000,QQQ,2023-10-19,monthly,call,420.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00419000,options-contracts,QQQ231019C00419000,QQQ,2023-10-19,monthly,call,419.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00418000,options-contracts,QQQ231019C00418000,QQQ,2023-10-19,monthly,call,418.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00401000,options-contracts,QQQ231019C00401000,QQQ,2023-10-19,monthly,call,401.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00417000,options-contracts,QQQ231019C00417000,QQQ,2023-10-19,monthly,call,417.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00415000,options-contracts,QQQ231019C00415000,QQQ,2023-10-19,monthly,call,415.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00413000,options-contracts,QQQ231019C00413000,QQQ,2023-10-19,monthly,call,413.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00412000,options-contracts,QQQ231019C00412000,QQQ,2023-10-19,monthly,call,412.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00411000,options-contracts,QQQ231019C00411000,QQQ,2023-10-19,monthly,call,411.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00410000,options-contracts,QQQ231019C00410000,QQQ,2023-10-19,monthly,call,410.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00409000,options-contracts,QQQ231019C00409000,QQQ,2023-10-19,monthly,call,409.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00408000,options-contracts,QQQ231019C00408000,QQQ,2023-10-19,monthly,call,408.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00407000,options-contracts,QQQ231019C00407000,QQQ,2023-10-19,monthly,call,407.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00406000,options-contracts,QQQ231019C00406000,QQQ,2023-10-19,monthly,call,406.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00405000,options-contracts,QQQ231019C00405000,QQQ,2023-10-19,monthly,call,405.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00404000,options-contracts,QQQ231019C00404000,QQQ,2023-10-19,monthly,call,404.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00403000,options-contracts,QQQ231019C00403000,QQQ,2023-10-19,monthly,call,403.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00416000,options-contracts,QQQ231019C00416000,QQQ,2023-10-19,monthly,call,416.0,NASDAQ,USD,,,,,,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,490.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00371000,options-contracts,QQQ231019C00371000,QQQ,2023-10-19,monthly,call,371.0,NASDAQ,USD,0.13,0.22,0.01,0.01,2.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,2062.0,,12673.0,,,5349.0,,,0.2347,,,0.01,0.006994,0.004432,-0.04372,0.003643,6.8e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00326000,options-contracts,QQQ231019C00326000,QQQ,2023-10-19,monthly,call,326.0,NASDAQ,USD,37.53,38.74,33.92,34.34,1.0,,,,,32.22,2023-10-19 15:14:59,10.0,34.77,2023-10-19 15:14:59,1.0,,9.0,,,3.0,,,1.0991,,,34.34,0.961336,0.004075,-0.916878,0.015678,0.008416,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00369000,options-contracts,QQQ231019C00369000,QQQ,2023-10-19,monthly,call,369.0,NASDAQ,USD,0.31,0.46,0.01,0.01,3.0,,,,,,2023-10-19 15:14:55,,0.01,2023-10-19 15:14:55,1299.0,,25681.0,,,10751.0,,,0.1971,,,0.01,0.008191,0.006064,-0.042272,0.004187,7.9e-05,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00338000,options-contracts,QQQ231019C00338000,QQQ,2023-10-19,monthly,call,338.0,NASDAQ,USD,25.5,25.5,24.58,24.58,3.0,,,,,20.24,2023-10-19 15:14:59,10.0,21.83,2023-10-19 15:14:59,1.0,,4.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00337000,options-contracts,QQQ231019C00337000,QQQ,2023-10-19,monthly,call,337.0,NASDAQ,USD,26.86,26.86,23.32,23.32,3.0,,,,,21.22,2023-10-19 15:14:59,10.0,22.8,2023-10-19 15:14:59,1.0,,9.0,,,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00336000,options-contracts,QQQ231019C00336000,QQQ,2023-10-19,monthly,call,336.0,NASDAQ,USD,27.28,28.2,23.81,23.81,3.0,,,,,22.24,2023-10-19 15:14:59,10.0,23.83,2023-10-19 15:14:59,1.0,,31.0,,,11.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00335000,options-contracts,QQQ231019C00335000,QQQ,2023-10-19,monthly,call,335.0,NASDAQ,USD,28.71,28.71,25.35,25.35,1.0,,,,,23.25,2023-10-19 15:14:59,10.0,24.86,2023-10-19 15:14:59,1.0,,2.0,,,3.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00334000,options-contracts,QQQ231019C00334000,QQQ,2023-10-19,monthly,call,334.0,NASDAQ,USD,29.86,29.86,24.94,24.94,3.0,,,,,24.25,2023-10-19 15:14:59,10.0,26.13,2023-10-19 15:14:59,1.0,,37.0,,,,,,0.7263,,,26.13,0.977586,0.003921,-0.412034,0.009971,0.008796,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00333000,options-contracts,QQQ231019C00333000,QQQ,2023-10-19,monthly,call,333.0,NASDAQ,USD,30.57,31.95,25.94,25.94,3.0,,,,,25.26,2023-10-19 15:14:59,10.0,26.97,2023-10-19 15:14:59,1.0,,9.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00332000,options-contracts,QQQ231019C00332000,QQQ,2023-10-19,monthly,call,332.0,NASDAQ,USD,31.73,31.88,27.07,27.07,1.0,,,,,26.27,2023-10-19 15:14:59,10.0,27.85,2023-10-19 15:14:59,1.0,,17.0,,,6.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00331000,options-contracts,QQQ231019C00331000,QQQ,2023-10-19,monthly,call,331.0,NASDAQ,USD,32.65,33.15,29.01,29.33,1.0,,,,,27.27,2023-10-19 15:14:59,10.0,28.88,2023-10-19 15:14:59,1.0,,84.0,,,6.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00330000,options-contracts,QQQ231019C00330000,QQQ,2023-10-19,monthly,call,330.0,NASDAQ,USD,33.55,35.0,28.97,28.97,1.0,,,,,28.27,2023-10-19 15:14:59,10.0,29.87,2023-10-19 15:14:59,1.0,,31.0,,,13.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00329000,options-contracts,QQQ231019C00329000,QQQ,2023-10-19,monthly,call,329.0,NASDAQ,USD,34.71,35.51,34.01,34.01,1.0,,,,,29.27,2023-10-19 15:14:59,10.0,31.47,2023-10-19 15:14:59,1.0,,157.0,,,9.0,,,1.0863,,,31.47,0.947847,0.005247,-0.999999,0.019949,0.008363,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00328000,options-contracts,QQQ231019C00328000,QQQ,2023-10-19,monthly,call,328.0,NASDAQ,USD,35.55,36.21,32.33,32.33,16.0,,,,,30.27,2023-10-19 15:14:59,10.0,32.47,2023-10-19 15:14:59,1.0,,29.0,,,19.0,,,1.037,,,32.33,0.960408,0.004403,-0.883789,0.015984,0.008461,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00327000,options-contracts,QQQ231019C00327000,QQQ,2023-10-19,monthly,call,327.0,NASDAQ,USD,36.53,37.74,36.32,36.32,3.0,,,,,31.27,2023-10-19 15:14:59,10.0,33.47,2023-10-19 15:14:59,1.0,,11.0,,,,,,1.145,,,33.47,0.950174,0.0048,-0.999999,0.019237,0.008331,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00339000,options-contracts,QQQ231019C00339000,QQQ,2023-10-19,monthly,call,339.0,NASDAQ,USD,25.69,25.69,21.24,21.27,1.0,,,,,19.22,2023-10-19 15:14:59,10.0,20.84,2023-10-19 15:14:59,1.0,,66.0,,,1.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00325000,options-contracts,QQQ231019C00325000,QQQ,2023-10-19,monthly,call,325.0,NASDAQ,USD,38.55,38.55,34.92,34.92,1.0,,,,,33.21,2023-10-19 15:14:59,10.0,35.62,2023-10-19 15:14:59,1.0,,2.0,,,3.0,,,1.2782,,,35.62,0.942252,0.004833,-0.999999,0.021622,0.008196,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00323000,options-contracts,QQQ231019C00323000,QQQ,2023-10-19,monthly,call,323.0,NASDAQ,USD,,,,,,,,,,35.21,2023-10-19 15:14:59,10.0,38.44,2023-10-19 15:14:59,10.0,,,,,,,,1.6487,,,38.44,0.904811,0.005488,-0.999999,0.03166,0.007756,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00322000,options-contracts,QQQ231019C00322000,QQQ,2023-10-19,monthly,call,322.0,NASDAQ,USD,42.84,42.84,40.46,40.46,1.0,,,,,36.21,2023-10-19 15:14:59,10.0,39.35,2023-10-19 15:14:59,1.0,,16.0,,,,,,1.6544,,,39.35,0.910089,0.005243,-0.999999,0.030352,0.007783,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00321000,options-contracts,QQQ231019C00321000,QQQ,2023-10-19,monthly,call,321.0,NASDAQ,USD,42.7,42.75,41.9,41.9,6.0,,,,,37.21,2023-10-19 15:14:59,10.0,40.35,2023-10-19 15:14:59,1.0,,21.0,,,,,,1.6889,,,40.35,0.91167,0.005068,-0.999999,0.029954,0.007771,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00320000,options-contracts,QQQ231019C00320000,QQQ,2023-10-19,monthly,call,320.0,NASDAQ,USD,43.71,44.74,40.37,40.37,1.0,,,,,38.21,2023-10-19 15:14:59,10.0,41.35,2023-10-19 15:14:59,1.0,,15.0,,,,,,1.2874,,,40.37,0.963659,0.003307,-0.999999,0.014905,0.008276,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00318000,options-contracts,QQQ231019C00318000,QQQ,2023-10-19,monthly,call,318.0,NASDAQ,USD,45.75,45.75,41.21,41.21,1.0,,,,,40.24,2023-10-19 15:14:59,10.0,43.44,2023-10-19 15:14:59,10.0,,31.0,,,1.0,,,1.8231,,,43.44,0.912689,0.004655,-0.999999,0.029696,0.007698,2023-10-19,,,,2023-10-19,2025-04-16,-545
QQQ231019C00317000,options-contracts,QQQ231019C00317000,QQQ,2023-10-19,monthly,call,317.0,NASDAQ,USD,48.17,48.17,46.31,46.31,3.0,,,,,41.24,2023-10-19 15:14:59,10.0,44.44,2023-10-19 15:14:59,10.0,,15.0,,,,,,1.8579,,,44.44,0.914103,0.004512,-0.999999,0.029335,0.007684,2023-10-19,,,,2023-10-19,2025-04-16,-545
