Date,Close/Last,ohlcv_volume,Open,High,Low,strike,open,high,low,last,last_size,change,pctchange,previous,previous_date,bid,bid_size,ask,ask_size,moneyness,option_volume,volume_change,volume_pctchange,open_interest,open_interest_change,open_interest_pctchange,volatility,volatility_change,volatility_pctchange,theoretical,delta,gamma,theta,vega,rho,vol_oi_ratio,midpoint,put,daily_return,sma_5,sma_10,ema_12,ema_26,macd,macd_signal,rsi_14,atr_14,intraday_range_pct,options_to_ohlcv_volume_ratio
2025-04-11,454.4,52483780,444.65,455.79,441.33,482,0.84,1.35,0.71,0.98,1,0.01,1.03,0.97,2025-04-10,0.99,30,1.05,169,-0.06,742,-448,-37.65,6096,-21,-0.34,0.3907,-0.0082,-2.05,1.02,0.104646,0.008728,-0.381687,0.096473,0.006374,0.12,1.02,0,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,1.413770120978329e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,473,2.1,3.2,1.69,2.51,15,0.12,5.02,2.39,2025-04-10,2.57,35,2.64,80,-0.04,2003,-3911,-66.13,1474,113,8.3,0.4132,-0.0105,-2.48,2.61,0.213329,0.013236,-0.64879,0.154686,0.012922,1.36,2.61,0,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,3.8164171864145456e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,530,0.04,0.08,0.04,0.05,1,-0.01,-16.67,0.06,2025-04-10,0.02,50,0.05,322,-0.17,2792,2327,500.43,20811,379,1.85,0.5131,0.024,4.91,0.05,0.005809,0.000605,-0.045362,0.008789,0.000355,0.13,0.04,0,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,5.319738784058618e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,479,1.01,1.87,1.0,1.36,1,-0.05,-3.55,1.41,2025-04-10,1.39,34,1.44,144,-0.05,695,127,22.36,1742,169,10.74,0.3967,-0.0072,-1.79,1.42,0.135341,0.010308,-0.464974,0.115671,0.008231,0.4,1.42,0,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,1.3242186443125857e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,439,10.63,11.65,4.82,5.41,1,-3.99,-42.45,9.4,2025-04-10,5.32,40,5.45,42,-0.03,605,-469,-43.67,415,126,43.6,0.5554,0.0454,8.9,5.41,-0.284367,0.01149,-0.989136,0.180352,-0.016651,1.46,5.39,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,1.1527370932505243e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,440,10.61,12.29,4.96,5.62,20,-3.93,-41.15,9.55,2025-04-10,5.56,44,5.69,17,-0.03,9866,-4159,-29.65,29601,1303,4.6,0.5498,0.0445,8.8,5.62,-0.294708,0.011803,-0.995363,0.183402,-0.017238,0.33,5.63,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,0.0001879818869753665
2025-04-11,454.4,52483780,444.65,455.79,441.33,442,11.87,12.89,5.48,6.17,15,-4.21,-40.56,10.38,2025-04-10,6.08,15,6.21,35,-0.03,985,-219,-18.19,770,32,4.34,0.544,0.0483,9.75,6.17,-0.317944,0.012336,-0.999999,0.189658,-0.01856,1.28,6.15,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,1.876770308845895e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,443,11.7,13.51,5.7,6.64,2,-4.36,-39.64,11.0,2025-04-10,6.34,26,6.49,35,-0.03,1114,410,58.24,274,80,41.24,0.5387,0.0476,9.69,6.41,-0.329382,0.012642,-0.999999,0.192439,-0.019184,4.07,6.42,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,2.1225605320348497e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,444,12.55,13.77,6.1,6.65,12,-4.44,-40.04,11.09,2025-04-10,6.63,11,6.77,35,-0.02,1216,79,6.95,708,241,51.61,0.5323,0.046,9.47,6.65,-0.340931,0.012967,-0.999999,0.195053,-0.019831,1.72,6.7,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,2.316906289905186e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,445,13.01,14.32,6.25,7.03,1,-4.31,-38.01,11.34,2025-04-10,6.92,36,7.07,35,-0.02,9034,3150,53.54,41236,-1632,-3.81,0.5328,0.0515,10.7,7.03,-0.354387,0.013142,-0.999999,0.197854,-0.020586,0.22,7.0,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,0.00017212937025496257
2025-04-11,454.4,52483780,444.65,455.79,441.33,446,12.98,14.87,6.66,7.55,3,-4.14,-35.41,11.69,2025-04-10,7.23,31,7.38,35,-0.02,1128,88,8.46,2058,110,5.65,0.5273,0.0519,10.93,7.31,-0.366817,0.013438,-0.999999,0.200208,-0.021207,0.55,7.31,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,2.149235439977837e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,447,13.81,14.86,6.9,7.74,1,-4.31,-35.77,12.05,2025-04-10,7.54,23,7.69,20,-0.02,1076,567,111.39,374,31,9.04,0.523,0.0516,10.96,7.62,-0.379814,0.0137,-0.999999,0.20244,-0.021928,2.88,7.62,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,2.0501572104753124e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,448,14.0,15.7,7.17,8.18,1,-4.32,-34.56,12.5,2025-04-10,7.87,11,8.03,32,-0.01,1816,909,100.22,367,157,74.76,0.5194,0.053,11.36,7.95,-0.393232,0.013938,-0.999999,0.204498,-0.022671,4.95,7.95,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,3.460116630318929e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,449,13.37,16.14,7.72,8.46,2,-5.57,-39.7,14.03,2025-04-10,8.21,15,8.37,32,-0.01,716,-364,-33.7,255,165,183.33,0.5153,0.054,11.71,8.29,-0.40689,0.014175,-0.999999,0.206336,-0.023425,2.81,8.29,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,1.3642310062270668e-05
2025-04-11,454.4,52483780,444.65,455.79,441.33,450,14.61,16.78,7.8,8.67,1,-4.86,-35.92,13.53,2025-04-10,8.57,31,8.72,20,-0.01,8660,-3519,-28.89,28533,-2627,-8.43,0.5125,0.0569,12.5,8.67,-0.420986,0.014364,-0.999999,0.207965,-0.024202,0.3,8.65,1,0.018423057958671274,441.26599999999996,449.74300000000005,453.55541794450346,463.2714750673408,-9.716057122837356,-7.7970204197789705,39.62102129608424,21.250592857142856,0.03251995951872268,0.00016500335913305025
