Date,Close/Last,Volume,Open,High,Low,type,strike,open,high,low,last,last_size,change,pctchange,previous,bid,bid_size,ask,ask_size,moneyness,volume,volume_change,volume_pctchange,open_interest,open_interest_change,open_interest_pctchange,volatility,volatility_change,volatility_pctchange,theoretical,delta,gamma,theta,vega,rho,vol_oi_ratio,dte,midpoint
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,11.5,0.95,1.08,0.23,0.29,1,-0.32,-52.46,0.61,0.31,75,0.34,74,-0.39,2621,1946,288.3,914,324,54.92,2.2642,-0.1346,-5.61,0.32,0.225568,0.102394,-0.049123,0.003891,0.000379,2.87,9,0.33
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,12.0,0.83,0.95,0.19,0.25,1,-0.3,-54.55,0.55,0.23,72,0.26,26,-0.4499999999999999,8297,2460,42.14,5817,-216,-3.58,2.2229,-0.0674,-2.94,0.25,0.185132,0.092729,-0.042874,0.00346,0.000315,1.43,9,0.25
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,12.5,0.74,0.74,0.16,0.18,10,-0.28,-60.87,0.46,0.19,133,0.21,131,-0.52,3055,2260,284.28,1749,76,4.54,2.2167,-0.0629,-2.76,0.2,0.154638,0.082842,-0.038085,0.003082,0.000265,1.75,9,0.2
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,13.0,0.57,0.6,0.11,0.17,1,-0.21,-55.26,0.38,0.15,52,0.17,917,-0.5800000000000001,2714,1311,93.44,2562,420,19.61,2.2485,-0.0131,-0.58,0.17,0.133835,0.074083,-0.035039,0.002796,0.00023,1.06,9,0.16
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,13.5,0.41,0.41,0.1,0.13,1,-0.18,-58.06,0.31,0.11,22,0.13,21,-0.64,989,543,121.75,638,79,14.13,2.2175,-0.0206,-0.92,0.13,0.108001,0.064584,-0.029708,0.002404,0.000188,1.55,9,0.12
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,11.0,0.5,1.57,0.34,0.78,1,0.19,32.2,0.59,0.78,31,0.84,11,-0.1999999999999999,9956,3515,54.57,4182,3984,2012.12,2.3155,0.2666,13.01,0.78,0.38751,0.109221,-0.067477,0.0058,0.000758,2.38,10,0.81
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,13.5,0.26,0.57,0.23,0.31,5,0.08,34.78,0.23,0.29,55,0.35,10,-0.48,446,-251,-36.01,559,-271,-32.65,2.2381,0.2095,10.33,0.31,0.194465,0.081197,-0.046824,0.004169,0.000403,0.8,10,0.32
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,13.0,0.09,0.86,0.09,0.38,1,0.11,40.74,0.27,0.38,56,0.4,1,-0.42,1403,-71,-4.82,2142,348,19.4,2.2616,0.25,12.43,0.38,0.227243,0.088052,-0.051852,0.004568,0.000466,0.65,10,0.39
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,12.5,0.19,1.0,0.19,0.46,3,0.08,21.05,0.38,0.44,33,0.48,3,-0.37,795,-2741,-77.52,1673,69,4.3,2.2796,0.27,13.44,0.46,0.26268,0.094448,-0.056519,0.004938,0.000532,0.48,10,0.46
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,12.0,0.34,1.28,0.21,0.55,1,0.16,41.03,0.39,0.53,16,0.57,1,-0.31,5837,929,18.93,6033,3808,171.15,2.2903,0.2846,14.19,0.55,0.300592,0.100333,-0.060615,0.00527,0.000603,0.97,10,0.55
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,11.5,0.31,1.31,0.28,0.61,3,0.12,24.49,0.49,0.64,16,0.78,2,-0.26,675,-7,-1.03,590,144,32.29,2.3988,0.3558,17.41,0.71,0.354082,0.102392,-0.067861,0.005633,0.000693,1.14,10,0.71
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,13.5,6.3,6.3,3.5,4.64,1,-0.16,-3.33,4.8,4.45,8,5.4,36,0.48,80,-46,-36.51,1810,37,2.09,2.2205,0.2193,10.96,4.64,-0.80906,0.081216,-0.044687,0.004121,-0.002458,0.04,10,4.93
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,10.5,0.41,1.88,0.32,0.96,1,0.24,33.33,0.72,0.95,64,1.0,18,-0.15,1529,806,111.48,607,421,226.34,2.3899,0.3151,15.19,0.96,0.441501,0.109045,-0.071785,0.005977,0.000844,2.52,10,0.98
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,9.0,1.13,2.66,0.72,1.6,1,0.34,26.98,1.26,1.6,69,1.63,5,0.02,4127,704,20.57,1930,1838,1997.83,2.5543,0.379,17.42,1.6,0.599978,0.099889,-0.075187,0.005851,0.001066,2.14,10,1.62
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,12.5,5.25,5.25,2.73,3.77,1,0.05,1.34,3.72,3.6,1,3.85,5,0.37,75,-45,-37.5,629,-35,-5.27,2.2231,0.226,11.31,3.77,-0.746309,0.095342,-0.052918,0.004849,-0.002261,0.12,10,3.73
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,12.0,4.36,4.9,2.96,3.35,1,-0.3,-8.22,3.65,2.84,99,3.35,7,0.31,436,-321,-42.4,2057,-161,-7.26,2.2177,0.2039,10.13,3.35,-0.710168,0.10209,-0.05653,0.005182,-0.002138,0.21,10,3.09
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,11.5,4.2,4.25,2.11,2.84,1,-0.46,-13.94,3.3,2.68,10,2.9,1,0.26,108,-1345,-92.57,831,302,57.09,2.0185,0.062,3.17,2.84,-0.696927,0.114486,-0.052502,0.005289,-0.002017,0.13,10,2.79
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,11.0,3.55,4.02,1.7,2.57,1,-0.26,-9.19,2.83,2.44,1,2.55,15,0.2,593,-948,-61.52,2314,494,27.14,2.1003,0.0802,3.97,2.5,-0.638282,0.117978,-0.058775,0.005675,-0.001886,0.26,10,2.5
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,10.5,3.12,3.57,1.39,2.06,1,-0.42,-16.94,2.48,2.11,1,2.25,8,0.15,87,-694,-88.86,673,47,7.51,2.1903,0.1104,5.31,2.18,-0.577782,0.118111,-0.064156,0.005926,-0.001714,0.13,10,2.18
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,10.0,2.84,3.24,1.14,1.85,5,-0.26,-12.32,2.11,1.72,12,1.85,9,0.09,1094,-3180,-74.4,2409,260,12.1,2.2133,0.1426,6.89,1.85,-0.52273,0.118935,-0.066079,0.006032,-0.001548,0.45,10,1.79
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,9.0,1.61,2.43,0.76,1.3,5,-0.22,-14.47,1.52,1.23,6,1.29,32,-0.02,2477,-4129,-62.5,2792,1842,193.89,2.2473,0.0691,3.17,1.26,-0.407895,0.114155,-0.065552,0.00588,-0.001195,0.89,10,1.26
2025-04-04,8.73,499158100,10.05,10.4299,8.175,put,13.0,5.7,5.9,3.0,4.1,5,-0.41,-9.09,4.51,3.45,45,4.15,8,0.42,197,-731,-78.77,5597,94,1.71,1.9885,0.0146,0.74,4.1,-0.816619,0.088493,-0.038939,0.004019,-0.002347,0.04,10,3.8
2025-04-04,8.73,499158100,10.05,10.4299,8.175,call,10.0,0.68,2.0,0.4,1.15,4,0.27,30.68,0.88,1.13,10,1.15,1,-0.0899999999999999,9781,797,8.87,3348,3065,1083.04,2.4439,0.3294,15.58,1.15,0.494235,0.107789,-0.07422,0.006041,0.000924,2.92,10,1.14
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,11.5,2.35,3.64,2.35,3.3,1,1.95,144.44,1.35,3.15,2,3.25,5,0.32,1453,-1608,-52.53,529,56,11.84,1.9565,0.4832,32.8,3.2,-0.725069,0.10801,-0.042151,0.00528,-0.002463,2.75,12,3.2
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,13.5,4.13,5.45,4.06,4.8,1,2.25,88.24,2.55,4.9,19,5.05,6,0.55,126,-1523,-92.36,1773,295,19.96,2.0012,0.7088,54.84,4.98,-0.846582,0.075147,-0.030186,0.003743,-0.00283,0.07,12,4.98
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,13.0,3.33,4.6,3.33,4.51,1,2.27,101.34,2.24,4.45,9,4.6,19,0.49,928,-1949,-67.74,5503,735,15.42,1.9739,0.5969,43.35,4.51,-0.824927,0.082921,-0.032542,0.004079,-0.00278,0.17,12,4.53
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,12.5,3.31,4.37,3.2,3.72,1,1.82,95.79,1.9,4.0,6,4.15,14,0.43,120,-743,-86.1,664,291,78.02,1.9971,0.6057,43.53,4.08,-0.791046,0.091252,-0.036857,0.004546,-0.002697,0.18,12,4.08
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,12.0,2.21,3.9,2.21,3.65,1,2.03,125.31,1.62,3.6,6,3.7,15,0.37,757,-1341,-63.92,2218,708,46.89,2.0138,0.5711,39.59,3.65,-0.754227,0.099093,-0.040878,0.004983,-0.002578,0.34,12,3.65
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,10.5,1.7,2.74,1.7,2.48,5,1.58,175.56,0.9,2.43,4,2.58,4,0.2,781,-112,-12.54,626,586,1465.0,2.0799,0.5402,35.09,2.48,-0.617407,0.116067,-0.05156,0.006039,-0.002142,1.25,12,2.51
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,11.0,1.73,3.2,1.54,2.83,2,1.73,157.27,1.1,2.81,4,2.93,4,0.26,1541,-417,-21.3,1820,1195,191.2,2.0201,0.5263,35.23,2.83,-0.672218,0.113182,-0.047279,0.005715,-0.002294,0.85,12,2.87
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,10.0,1.18,2.45,1.18,2.11,1,1.44,214.93,0.67,2.1,6,2.3,1,0.15,4274,2618,158.09,2149,987,84.94,2.0707,0.4934,31.28,2.11,-0.568092,0.120093,-0.052979,0.006222,-0.00195,1.99,12,2.2
2025-04-03,11.41,302517400,13.81,14.12,11.4,put,9.0,0.84,1.81,0.72,1.52,1,1.1,261.9,0.42,1.49,20,1.6,2,0.03,6606,6194,1503.4,950,343,56.51,2.1782,0.5522,33.96,1.52,-0.45101,0.114932,-0.056316,0.006267,-0.001553,6.95,12,1.55
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,9.0,2.15,2.15,1.15,1.26,4,-1.89,-60.0,3.15,1.22,6,1.31,33,-0.03,3423,3318,3160.0,92,47,104.44,2.1753,0.0619,2.93,1.26,0.549176,0.114996,-0.057219,0.006267,0.001162,37.21,12,1.27
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,10.5,1.3,1.45,0.7,0.72,1,-1.18,-62.11,1.9,0.65,20,0.73,14,-0.1999999999999999,723,699,2912.5,186,14,8.14,2.0748,0.4448,27.29,0.72,0.382495,0.11618,-0.052514,0.006039,0.000861,3.89,12,0.69
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,11.0,0.86,0.9,0.53,0.59,30,-0.96,-61.94,1.55,0.55,5,0.6,19,-0.26,6441,6135,2004.9,198,141,247.37,2.0489,0.5285,34.76,0.59,0.332638,0.112025,-0.049368,0.005751,0.000761,32.53,12,0.58
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,11.5,0.75,0.78,0.49,0.49,1,-0.79,-61.72,1.28,0.46,20,0.52,115,-0.3199999999999999,682,-363,-34.74,446,432,3085.71,2.043,0.5671,38.42,0.49,0.28945,0.105761,-0.046323,0.005413,0.00067,1.53,12,0.49
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,12.0,0.66,0.79,0.38,0.39,2,-0.67,-63.21,1.06,0.36,1,0.41,10,-0.37,4908,2362,92.77,2225,1658,292.42,2.0057,0.5497,37.76,0.39,0.245363,0.099096,-0.041827,0.00498,0.000576,2.21,12,0.39
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,12.5,0.52,0.54,0.3,0.38,5,-0.48,-55.81,0.86,0.31,20,0.34,10,-0.43,3536,1269,55.98,1604,1496,1385.19,2.0096,0.5824,40.81,0.33,0.212105,0.091128,-0.038604,0.004589,0.000502,2.2,12,0.33
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,13.0,0.43,0.43,0.26,0.27,1,-0.43,-61.43,0.7,0.26,1,0.29,20,-0.49,1474,-1057,-41.76,1794,1472,457.14,2.0116,0.5978,42.28,0.27,0.182589,0.083143,-0.035283,0.004191,0.000435,0.82,12,0.28
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,13.5,0.01,0.35,0.01,0.23,1,-0.36,-61.02,0.59,0.21,20,0.24,10,-0.55,697,-389,-35.82,830,720,654.55,2.0286,0.5958,41.58,0.23,0.159267,0.075537,-0.032594,0.00384,0.000382,0.84,12,0.22
2025-04-03,11.41,302517400,13.81,14.12,11.4,call,10.0,2.31,2.31,0.79,0.88,20,-1.29,-59.45,2.17,0.85,22,0.88,22,-0.15,8984,8772,4137.74,283,58,25.78,2.1145,0.5052,31.4,0.88,0.436876,0.11771,-0.055286,0.006235,0.000965,31.75,12,0.87
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,9.0,4.95,4.95,3.15,3.15,88,-3.63,-53.54,6.78,2.71,407,3.85,775,0.21,105,104,10400.0,45,1,2.27,2.1134,0.1283,6.46,3.15,0.783563,0.062117,-0.05016,0.006555,0.002221,2.33,14,3.28
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,13.5,1.66,1.7,0.52,0.59,2,-2.45,-80.59,3.04,0.54,10,0.59,11,-0.18,1086,1029,1805.26,110,55,100.0,1.4328,0.4724,49.18,0.59,0.325168,0.112449,-0.041532,0.008044,0.001197,9.87,14,0.57
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,13.0,2.0,2.0,0.7,0.7,4,-2.8,-80.0,3.5,0.69,10,0.71,10,-0.14,2531,2401,1846.92,322,114,54.81,1.4138,0.3819,37.01,0.7,0.371909,0.119725,-0.043091,0.008451,0.001359,7.86,14,0.7
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,13.5,1.12,2.55,1.12,2.55,1,2.07,431.25,0.48,2.54,10,2.77,2,0.18,1649,1585,2476.56,1478,11,0.75,1.2924,0.0623,5.07,2.55,-0.70363,0.120138,-0.034654,0.007723,-0.003221,1.12,14,2.66
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,13.0,1.05,2.24,0.93,2.24,1,1.87,505.41,0.37,2.04,14,2.47,3,0.14,2877,2608,969.52,4768,127,2.74,1.377,0.1335,10.73,2.24,-0.635052,0.122449,-0.040372,0.008397,-0.002979,0.6,14,2.26
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,12.5,0.8,1.9,0.73,1.9,1,1.66,691.67,0.24,1.7,289,2.0,10,0.1,863,845,4694.44,373,2,0.54,1.3914,0.1187,9.32,1.9,-0.577119,0.126156,-0.042618,0.008746,-0.002718,2.31,14,1.85
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,12.0,0.45,1.62,0.45,1.62,1,1.36,523.08,0.26,1.4,14,1.8,9,0.05,2098,1926,1119.77,1510,5,0.33,1.4427,0.1393,10.69,1.62,-0.513094,0.123861,-0.045146,0.008909,-0.00245,1.39,14,1.6
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,11.5,0.53,1.35,0.5,1.35,467,1.18,694.12,0.17,1.13,28,1.47,13,0.01,3061,3003,5177.59,473,-17,-3.47,1.4733,0.1433,10.77,1.35,-0.451656,0.120438,-0.04589,0.008848,-0.002155,6.47,14,1.3
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,11.0,0.41,1.1,0.36,1.1,25,0.96,685.71,0.14,1.03,74,1.13,9,-0.04,1958,1918,4795.0,625,-11,-1.73,1.4938,0.1022,7.34,1.1,-0.391287,0.115164,-0.045201,0.008581,-0.001869,3.13,14,1.08
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,10.5,0.36,0.9,0.36,0.9,1,0.79,718.18,0.11,0.87,6,0.93,13,-0.0799999999999999,893,882,8018.18,40,0,0.0,1.5397,0.0995,6.91,0.9,-0.333219,0.105752,-0.044175,0.008123,-0.001599,22.33,14,0.9
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,10.0,0.24,0.7,0.22,0.67,1,0.59,737.5,0.08,0.69,10,0.75,17,-0.12,1656,1471,795.14,1162,-24,-2.02,1.5773,0.1082,7.36,0.72,-0.278902,0.095388,-0.041877,0.007508,-0.001338,1.43,14,0.72
2025-04-02,16.26,141655200,15.19,16.89,15.03,put,9.0,0.14,0.42,0.13,0.42,1,0.37,740.0,0.05,0.41,90,0.48,114,-0.2099999999999999,412,401,3645.45,607,5,0.83,1.626,0.0348,2.19,0.42,-0.181678,0.072669,-0.033981,0.005898,-0.000868,0.68,14,0.44
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,10.0,3.95,3.95,2.17,2.17,1,-4.68,-68.32,6.85,2.1,12,2.38,87,0.12,212,65,44.22,225,-118,-34.4,1.6093,-0.0009,-0.06,2.17,0.719525,0.093696,-0.043985,0.007528,0.002317,0.94,14,2.24
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,10.5,2.34,2.34,1.88,1.9,1,-3.8,-66.67,5.7,1.77,77,2.05,1064,0.08,24,14,140.0,172,5,2.99,1.63,0.2313,16.53,1.9,0.664661,0.100078,-0.048082,0.008144,0.00218,0.14,14,1.91
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,11.0,2.63,2.7,1.55,1.55,5,-3.7,-70.48,5.25,1.5,12,1.58,47,0.04,306,265,646.34,57,31,119.23,1.5204,0.0025,0.17,1.55,0.609254,0.113009,-0.04722,0.008578,0.002072,5.37,14,1.54
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,11.5,2.5,2.5,1.28,1.28,2,-3.72,-74.4,5.0,1.07,642,1.5,224,-0.01,1045,1031,7364.29,14,14,0.0,1.4759,0.0472,3.3,1.28,0.548976,0.120073,-0.047224,0.008847,0.001912,74.64,14,1.29
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,12.0,2.4,2.4,1.04,1.06,1,-3.14,-74.76,4.2,1.05,42,1.08,10,-0.05,2546,2374,1380.23,567,134,30.95,1.456,-0.0002,-0.02,1.06,0.488653,0.122589,-0.046871,0.008911,0.001732,4.49,14,1.07
2025-04-02,16.26,141655200,15.19,16.89,15.03,call,12.5,2.15,2.15,0.86,0.86,8,-3.49,-80.23,4.35,0.85,10,0.88,6,-0.0999999999999999,2267,2252,15013.33,108,8,8.0,1.4272,0.1135,8.64,0.86,0.428264,0.123084,-0.045178,0.00877,0.001544,20.99,14,0.87
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,12.5,3.65,4.35,3.65,4.35,1,1.0,29.85,3.35,4.05,17,4.15,20,0.23,15,-85,-85.0,100,99,9900.0,1.3137,0.0207,1.6,4.1,0.870224,0.048796,-0.031691,0.006965,0.00413,0.15,15,4.1
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,13.0,3.1,3.5,3.1,3.5,1,0.5,16.67,3.0,3.0,250,3.7,12,0.2,130,40,44.44,208,34,19.54,1.0319,-0.5576,-35.08,3.5,0.881577,0.058265,-0.023755,0.006533,0.004453,0.63,15,3.35
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,13.5,2.78,3.6,2.78,3.04,4,0.05,1.67,2.99,2.85,28,3.3,7,0.17,57,53,1325.0,55,4,7.84,0.9604,-0.2648,-21.61,3.04,0.855891,0.071699,-0.025243,0.007482,0.00447,1.04,15,3.08
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,10.5,5.34,5.7,5.34,5.7,5,0.32,5.95,5.38,5.8,10,5.95,21,0.35,10,0,0.0,167,0,0.0,1.3987,0.0623,4.66,5.88,0.954534,0.020725,-0.015834,0.003151,0.003964,0.06,15,5.88
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,10.0,5.95,6.85,5.8,6.85,1,0.91,15.32,5.94,5.35,133,6.4,10,0.38,147,81,122.73,343,50,17.06,1.6102,-1.4085,-46.66,6.4,0.95134,0.019011,-0.018933,0.003327,0.003727,0.43,15,5.88
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,9.0,6.78,6.78,6.78,6.78,1,-0.12,-1.74,6.9,7.2,8,7.65,25,0.45,1,-38,-97.44,44,22,100.0,1.9851,0.442,28.64,7.43,0.953084,0.014977,-0.022339,0.003231,0.003317,0.02,15,7.43
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,12.0,3.75,4.77,3.75,4.2,1,0.05,1.2,4.15,3.8,225,4.6,6,0.26,172,168,4200.0,433,3,0.7,1.4562,0.163,12.61,4.6,0.881569,0.041289,-0.032867,0.006533,0.004,0.4,15,4.2
2025-04-01,15.95,106085000,15.725,15.99,14.825,call,11.0,4.85,5.67,4.85,5.25,5,0.3,6.06,4.95,5.35,7,5.6,8,0.32,41,24,141.18,26,12,85.71,1.5179,0.1305,9.4,5.48,0.923616,0.028686,-0.025073,0.004732,0.003922,1.58,15,5.48
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,12.0,0.36,0.36,0.18,0.26,1,-0.14,-35.0,0.4,0.21,397,0.24,28,-0.26,172,-432,-71.52,1505,66,4.59,1.3034,-0.0087,-0.66,0.23,-0.098857,0.040516,-0.024724,0.005737,-0.000694,0.11,15,0.22
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,10.0,0.11,0.11,0.07,0.08,5,-0.06,-42.86,0.14,0.07,203,0.09,76,-0.38,185,93,101.09,1186,36,3.13,1.4691,-0.0946,-6.05,0.08,-0.03699,0.016694,-0.012977,0.002665,-0.000261,0.16,15,0.08
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,10.5,0.13,0.13,0.1,0.11,1,-0.07,-38.89,0.18,0.05,1336,0.28,1862,-0.35,11,-29,-72.5,40,11,37.93,1.4402,0.0232,1.64,0.11,-0.049519,0.021557,-0.016096,0.003374,-0.000349,0.28,15,0.17
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,11.5,0.3,0.3,0.17,0.17,10,-0.06,-26.09,0.23,0.16,485,0.19,68,-0.29,58,51,728.57,490,1,0.2,1.33,-0.0206,-1.53,0.17,-0.076995,0.032946,-0.020949,0.004761,-0.00054,0.12,15,0.18
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,11.0,0.2,0.2,0.12,0.14,1,-0.08,-36.36,0.22,0.12,454,0.15,123,-0.3199999999999999,40,-140,-77.78,636,169,36.19,1.3916,0.0133,0.97,0.14,-0.062734,0.02689,-0.018734,0.004066,-0.000442,0.06,15,0.14
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,12.5,0.51,0.51,0.23,0.24,1,-0.12,-33.33,0.36,0.27,314,0.31,51,-0.2299999999999999,18,-191,-91.39,371,115,44.92,1.2727,0.0015,0.12,0.29,-0.124123,0.048846,-0.028394,0.006752,-0.00087,0.05,15,0.29
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,13.0,0.65,0.65,0.3,0.37,1,-0.11,-22.92,0.48,0.35,863,0.39,28,-0.1999999999999999,269,111,70.25,4641,44,0.96,1.2435,-0.0009,-0.07,0.37,-0.153848,0.057873,-0.032087,0.007816,-0.001078,0.06,15,0.37
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,13.5,0.75,0.75,0.46,0.48,15,-0.27,-36.0,0.75,0.45,291,0.49,241,-0.17,64,10,18.52,1467,2,0.14,1.2301,0.0152,1.25,0.48,-0.190231,0.067011,-0.036319,0.008951,-0.001335,0.04,15,0.47
2025-04-01,15.95,106085000,15.725,15.99,14.825,put,9.0,0.02,0.05,0.02,0.05,1,-0.01,-16.67,0.06,0.02,932,0.05,5,-0.4499999999999999,11,10,1000.0,602,1,0.17,1.5912,0.0384,2.48,0.05,-0.022752,0.010291,-0.009395,0.00178,-0.000161,0.02,15,0.04
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,11.0,4.84,4.95,4.7,4.95,5,0.45,10.0,4.5,5.1,5,5.2,9,0.31,17,7,70.0,14,5,55.56,1.3874,0.153,12.4,5.15,0.923786,0.030925,-0.021886,0.004786,0.004201,1.21,16,5.15
2025-03-31,15.95,111345600,15.07,15.9761,14.4,put,13.5,0.57,0.88,0.57,0.75,15,0.08,11.94,0.67,0.55,17,0.58,16,-0.15,54,-259,-82.75,1465,57,4.05,1.2149,-0.0668,-5.21,0.57,-0.214925,0.072054,-0.036607,0.009755,-0.001582,0.04,16,0.57
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,10.5,5.33,5.38,5.33,5.38,5,0.43,8.69,4.95,5.5,6,5.65,7,0.34,10,-173,-94.54,167,162,3240.0,1.3364,-0.1402,-9.49,5.58,0.949593,0.023254,-0.015615,0.003467,0.004196,0.06,16,5.58
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,10.0,5.58,5.94,5.15,5.94,1,0.09,1.54,5.85,5.1,106,7.0,48,0.37,66,-163,-71.18,293,81,38.21,3.0187,1.901,170.08,7.0,0.85493,0.022619,-0.072613,0.007614,0.002909,0.23,16,6.05
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,9.0,6.35,6.95,6.35,6.9,1,0.2,2.99,6.7,6.95,5,7.1,16,0.44,39,27,225.0,22,2,10.0,1.5431,0.1924,14.24,7.03,0.973728,0.011819,-0.010822,0.002035,0.003729,1.77,16,7.03
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,13.0,2.95,3.25,2.71,3.0,10,-0.2,-6.25,3.2,3.4,9,4.1,298,0.18,90,53,143.24,174,13,8.07,1.5895,0.2791,21.3,3.75,0.78428,0.055162,-0.049599,0.009776,0.00384,0.52,16,3.75
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,13.5,2.76,2.99,2.76,2.99,3,0.17,6.03,2.82,3.0,17,3.1,39,0.15,4,-37,-90.24,51,30,142.86,1.2252,-0.2019,-14.15,3.05,0.784028,0.071608,-0.038579,0.009783,0.004145,0.08,16,3.05
2025-03-31,15.95,111345600,15.07,15.9761,14.4,put,11.5,0.25,0.25,0.23,0.23,4,-0.1,-30.3,0.33,0.21,870,0.24,311,-0.28,7,-459,-98.5,489,375,328.95,1.3506,0.0147,1.1,0.23,-0.09606,0.037789,-0.023827,0.005691,-0.000712,0.01,16,0.22
2025-03-31,15.95,111345600,15.07,15.9761,14.4,put,13.0,0.52,0.7,0.45,0.48,1,-0.02,-4.0,0.5,0.44,79,0.47,84,-0.18,158,-210,-57.07,4597,269,6.22,1.2444,-0.0127,-1.01,0.46,-0.17832,0.062806,-0.033518,0.008711,-0.001316,0.03,16,0.45
2025-03-31,15.95,111345600,15.07,15.9761,14.4,put,12.5,0.44,0.6,0.36,0.36,3,-0.06,-14.29,0.42,0.35,232,0.37,79,-0.2199999999999999,209,-81,-27.93,256,220,611.11,1.2712,-0.0369,-2.82,0.36,-0.145646,0.053872,-0.030037,0.007634,-0.001075,0.82,16,0.36
2025-03-31,15.95,111345600,15.07,15.9761,14.4,put,12.0,0.34,0.45,0.29,0.4,1,0.04,11.11,0.36,0.28,17,0.3,84,-0.25,604,101,20.08,1439,354,32.63,1.3121,-0.0595,-4.34,0.29,-0.119094,0.045427,-0.027007,0.006645,-0.000881,0.42,16,0.29
2025-03-31,15.95,111345600,15.07,15.9761,14.4,call,12.5,3.45,3.45,3.27,3.35,40,0.35,11.67,3.0,3.8,12,3.9,31,0.22,100,99,9900.0,1,0,0.0,1.293,-0.2509,-16.25,3.85,0.851478,0.053644,-0.032409,0.007735,0.004266,100.0,16,3.85
