Date,Close/Last,Volume,Open,High,Low,type,strike,open,high,low,last,last_size,change,pctchange,previous,bid,bid_size,ask,ask_size,moneyness,volume,volume_change,volume_pctchange,open_interest,open_interest_change,open_interest_pctchange,volatility,volatility_change,volatility_pctchange,theoretical,delta,gamma,theta,vega,rho,vol_oi_ratio,dte,midpoint
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,9.5,1.87,2.05,0.65,0.83,1,-0.54,-39.42,1.37,0.5,1,0.83,642,-0.15,1563,888,131.56,382,382,0.0,2.4689,-0.0412,-1.64,0.83,0.433537,0.123015,-0.070223,0.005096,0.000677,4.09,9,0.67
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,9.0,2.25,2.36,0.79,1.01,5,-0.59,-36.88,1.6,0.97,13,1.03,21,-0.0899999999999999,3339,-788,-19.09,2137,207,10.73,2.5141,-0.0402,-1.58,1.01,0.491878,0.122486,-0.072527,0.005167,0.000752,1.56,9,1.0
2025-04-07,9.15,723467300,7.88,10.98,7.225,call,8.5,2.34,2.67,0.97,1.25,10,-0.5,-28.57,1.75,1.17,2,1.24,7,-0.03,1231,657,114.46,282,282,0.0,2.5381,-0.062,-2.39,1.21,0.55054,0.120378,-0.072681,0.005126,0.000823,4.37,9,1.21
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,10.0,1.15,2.85,0.84,2.4,1,0.55,29.73,1.85,2.36,6,2.42,5,0.21,4398,3304,302.01,2197,-212,-8.8,2.3934,0.1801,8.14,2.4,-0.626382,0.122305,-0.064491,0.004906,-0.001544,2.0,9,2.39
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,12.0,2.17,4.35,1.9,4.35,1,1.0,29.85,3.35,3.6,13,4.05,28,0.45,563,127,29.13,1955,-102,-4.96,1.6431,-0.5746,-25.91,3.83,-0.908213,0.078118,-0.018601,0.00213,-0.001747,0.29,9,3.83
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,9.0,0.75,2.13,0.52,1.8,1,0.5,38.46,1.3,1.73,2,1.76,6,0.09,4673,2196,88.66,3420,628,22.49,2.5019,0.2546,11.33,1.75,-0.509207,0.123152,-0.071207,0.005166,-0.001256,1.37,9,1.75
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,8.5,0.5,1.82,0.34,1.6,6,0.55,52.38,1.05,1.43,21,1.48,1,0.03,2225,1000,81.63,556,556,0.0,2.5544,0.214,9.14,1.46,-0.449013,0.119654,-0.072207,0.005126,-0.001101,4.0,9,1.46
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,13.5,3.3,4.7,3.1,4.7,1,0.06,1.29,4.64,5.3,19,5.6,10,0.64,84,4,5.0,1827,17,0.94,2.5166,0.2961,13.33,5.45,-0.853167,0.070803,-0.040561,0.002976,-0.002167,0.05,9,5.45
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,13.0,2.89,5.4,2.59,5.4,5,1.3,31.71,4.1,4.05,12,4.95,24,0.58,424,227,115.23,5561,-36,-0.64,2.3871,0.3986,20.04,4.95,-0.847793,0.07645,-0.039417,0.003048,-0.002088,0.08,9,4.5
2025-04-07,9.15,723467300,7.88,10.98,7.225,put,12.5,3.07,5.0,2.29,5.0,10,1.23,32.63,3.77,4.35,11,4.65,445,0.52,209,134,178.67,646,17,2.7,2.4026,0.1795,8.08,4.5,-0.819367,0.084768,-0.044469,0.003406,-0.002053,0.32,9,4.5
